id,name,property_account_receivable_id:id,property_account_payable_id:id,property_account_income_categ_id:id,property_account_expense_categ_id:id,income_currency_exchange_account_id:id,expense_currency_exchange_account_id:id,default_cash_difference_income_account_id:id,default_cash_difference_expense_account_id:id,default_pos_receivable_account_id:id,account_journal_suspense_account_id:id,account_journal_payment_debit_account_id:id,account_journal_payment_credit_account_id:id,account_journal_early_pay_discount_loss_account_id:id,account_journal_early_pay_discount_gain_account_id:id,property_tax_receivable_account_id:id,property_tax_payable_account_id:id,use_anglo_saxon
l10n_qa_bacca,Accounting Localization for BACCA - Qatar,l10n_account_102201,l10n_account_201101,l10n_account_401001,l10n_account_501001,l10n_account_402002,l10n_account_506003,l10n_account_402004,l10n_account_506005,l10n_account_102202,l10n_account_101904,l10n_account_101902,l10n_account_101903,l10n_account_401003,l10n_account_501006,l10n_account_102603,l10n_account_201303,FALSE
